user_id,age_band,province,registration_date,channel_preference,limit_configured,marketing_opt_in,self_excluded
U001796,36-45,Granada,2023-09-06,online,0,0,0
U001797,46-55,Valencia,2023-05-02,online,1,1,0
U001798,56-65,Alicante,2023-07-31,online,0,1,0
U001799,18-25,Granada,2024-07-11,online,0,1,0
U001800,26-35,Murcia,2023-10-26,retail,1,0,0
U001801,36-45,Barcelona,2024-05-27,retail,0,1,0
U001802,26-35,Murcia,2024-06-24,retail,0,1,0
U001803,46-55,Madrid,2024-05-07,retail,1,1,0
U001804,26-35,Alicante,2024-05-06,online,1,1,0
U001805,26-35,Valencia,2024-03-21,online,0,0,0
U001806,26-35,Murcia,2024-01-14,online,0,1,0
U001807,18-25,Alicante,2023-05-25,online,0,0,0
U001808,18-25,Murcia,2024-09-07,retail,1,1,0
U001809,26-35,Madrid,2024-12-04,retail,0,1,0
U001810,18-25,Valencia,2023-12-07,online,0,1,0
U001811,36-45,Granada,2024-11-12,online,0,1,0
U001812,26-35,Murcia,2024-12-29,online,1,1,0
U001813,26-35,Valencia,2023-12-21,online,0,1,0
U001814,18-25,Alicante,2024-06-12,online,0,1,0
U001815,26-35,Granada,2024-04-14,online,0,1,0
U001816,56-65,Málaga,2023-06-23,online,0,0,0
U001817,18-25,Valencia,2023-02-04,online,1,1,0
U001818,18-25,Málaga,2023-11-27,online,1,1,0
U001819,26-35,Madrid,2024-07-28,online,0,1,0
U001820,65+,Granada,2023-08-26,retail,0,1,0
U001821,56-65,Murcia,2024-07-26,online,1,1,0
U001822,18-25,Granada,2024-04-23,retail,0,1,0
U001823,46-55,Barcelona,2024-05-22,online,0,1,0
U001824,36-45,Granada,2023-07-28,retail,0,0,0
U001825,36-45,Granada,2023-12-10,retail,0,0,0
U001826,18-25,Málaga,2023-05-13,retail,0,0,0
U001827,56-65,Málaga,2023-06-30,online,0,1,0
U001828,46-55,Valencia,2023-03-07,online,0,1,0
U001829,46-55,Alicante,2023-04-03,online,0,0,0
U001830,18-25,Murcia,2023-06-03,online,0,1,0
U001831,26-35,Murcia,2024-02-28,retail,0,1,0
U001832,36-45,Granada,2023-11-19,online,0,1,0
U001833,46-55,Málaga,2023-07-14,online,1,1,0
U001834,46-55,Almería,2024-09-20,online,0,1,0
U001835,46-55,Barcelona,2024-01-19,online,0,0,0
U001836,56-65,Barcelona,2024-11-04,online,1,1,0
U001837,56-65,Valencia,2024-04-08,online,0,0,0
U001838,26-35,Murcia,2023-01-12,retail,0,1,0
U001839,56-65,Almería,2024-10-28,retail,1,1,0
U001840,36-45,Almería,2024-09-17,retail,0,1,0
U001841,36-45,Alicante,2024-04-08,online,1,0,0
U001842,26-35,Valencia,2024-01-26,online,0,1,0
U001843,18-25,Málaga,2023-11-27,retail,0,0,0
U001844,36-45,Granada,2023-12-18,online,1,0,0
U001845,65+,Málaga,2024-07-15,online,1,1,0
U001846,36-45,Madrid,2024-01-10,online,0,1,0
U001847,36-45,Almería,2023-05-09,online,1,0,0
U001848,56-65,Almería,2023-02-12,online,0,0,0
U001849,36-45,Valencia,2023-04-03,online,1,1,0
U001850,46-55,Barcelona,2023-07-03,online,0,0,0
U001851,46-55,Málaga,2023-09-26,online,1,0,0
U001852,18-25,Barcelona,2024-10-13,online,1,1,0
U001853,18-25,Barcelona,2023-06-24,online,1,1,0
U001854,46-55,Barcelona,2023-08-22,online,0,1,0
U001855,18-25,Madrid,2023-06-12,online,0,1,0
U001856,56-65,Valencia,2024-02-03,online,0,1,0
U001857,46-55,Barcelona,2024-03-26,retail,0,0,0
U001858,26-35,Málaga,2024-01-24,retail,0,1,0
U001859,18-25,Granada,2024-11-25,online,0,1,0
U001860,46-55,Almería,2024-12-27,online,0,0,0
U001861,26-35,Almería,2024-09-03,online,0,1,0
U001862,65+,Murcia,2024-08-10,retail,0,1,0
U001863,18-25,Barcelona,2023-09-25,online,1,0,0
U001864,18-25,Valencia,2024-02-28,online,0,1,0
U001865,18-25,Valencia,2023-09-14,online,0,0,0
U001866,26-35,Barcelona,2024-07-26,online,0,0,0
U001867,26-35,Almería,2023-05-06,online,0,1,0
U001868,26-35,Barcelona,2023-06-08,online,1,1,0
U001869,26-35,Murcia,2023-01-29,retail,0,1,0
U001870,26-35,Valencia,2024-03-20,online,0,0,0
U001871,26-35,Madrid,2024-05-17,online,0,1,0
U001872,36-45,Valencia,2023-01-03,online,0,0,0
U001873,46-55,Alicante,2024-01-08,online,0,0,0
U001874,26-35,Alicante,2023-10-03,online,0,1,0
U001875,46-55,Madrid,2024-08-01,online,0,1,0
U001876,56-65,Murcia,2023-01-29,online,0,0,0
U001877,36-45,Granada,2023-02-05,retail,1,1,0
U001878,36-45,Madrid,2024-03-28,retail,1,1,0
U001879,18-25,Madrid,2024-03-07,retail,1,0,0
U001880,26-35,Valencia,2024-08-29,online,1,1,0
U001881,36-45,Murcia,2024-03-08,online,1,0,0
U001882,18-25,Valencia,2024-11-24,online,1,1,0
U001883,26-35,Valencia,2023-08-18,online,1,1,0
U001884,18-25,Valencia,2023-10-18,online,1,0,0
U001885,36-45,Barcelona,2024-12-14,online,1,1,0
U001886,36-45,Murcia,2023-03-20,online,0,0,0
U001887,46-55,Málaga,2024-08-04,retail,1,0,0
U001888,46-55,Granada,2023-01-09,online,1,1,0
U001889,26-35,Almería,2023-12-22,online,0,1,0
U001890,18-25,Málaga,2023-04-22,online,1,0,0
U001891,18-25,Valencia,2024-03-13,retail,1,1,0
U001892,36-45,Murcia,2024-08-05,retail,0,1,0
U001893,56-65,Almería,2023-01-25,retail,1,0,0
U001894,26-35,Valencia,2023-04-30,online,1,1,0
U001895,56-65,Madrid,2023-09-08,online,0,0,0
U001896,26-35,Madrid,2023-07-06,online,0,1,0
U001897,18-25,Málaga,2023-10-07,online,0,1,0
U001898,36-45,Almería,2024-11-25,retail,0,1,0
U001899,46-55,Murcia,2023-03-15,online,1,1,0
U001900,26-35,Almería,2023-11-05,online,1,1,0
U001901,26-35,Madrid,2023-11-30,online,0,1,0
U001902,56-65,Granada,2023-07-24,online,0,1,0
U001903,46-55,Almería,2023-07-23,online,0,1,0
U001904,26-35,Málaga,2024-06-05,retail,0,0,0
U001905,56-65,Valencia,2024-03-27,retail,1,0,0
U001906,18-25,Valencia,2024-08-16,online,1,0,0
U001907,26-35,Alicante,2023-10-23,online,1,0,0
U001908,26-35,Almería,2024-03-18,online,0,0,0
U001909,36-45,Málaga,2024-10-14,online,0,1,0
U001910,36-45,Madrid,2024-09-13,retail,1,0,0
U001911,56-65,Valencia,2024-11-02,online,0,0,0
U001912,46-55,Barcelona,2023-07-16,retail,0,0,0
U001913,26-35,Valencia,2024-12-20,online,0,1,0
U001914,26-35,Murcia,2024-08-18,online,0,1,0
U001915,56-65,Granada,2024-08-03,online,1,0,0
U001916,26-35,Murcia,2024-05-02,online,1,1,0
U001917,46-55,Madrid,2024-12-18,online,1,0,0
U001918,18-25,Alicante,2023-11-19,retail,0,1,0
U001919,26-35,Granada,2024-06-25,online,1,0,0
U001920,36-45,Alicante,2024-05-25,retail,0,1,0
U001921,46-55,Valencia,2024-06-18,retail,1,0,0
U001922,46-55,Málaga,2024-07-02,online,0,1,0
U001923,36-45,Alicante,2023-05-20,online,0,0,0
U001924,36-45,Alicante,2023-09-12,online,0,1,0
U001925,46-55,Alicante,2023-10-14,retail,1,1,0
U001926,18-25,Almería,2024-06-30,online,1,0,0
U001927,26-35,Valencia,2024-06-06,online,0,0,0
U001928,56-65,Málaga,2024-08-31,online,0,1,0
U001929,36-45,Valencia,2024-07-29,retail,0,1,0
U001930,26-35,Granada,2024-03-11,online,0,0,0
U001931,18-25,Valencia,2023-04-13,retail,0,1,0
U001932,26-35,Alicante,2024-04-08,online,0,0,0
U001933,65+,Madrid,2024-10-09,online,0,0,0
U001934,36-45,Barcelona,2024-04-14,retail,0,1,0
U001935,36-45,Málaga,2024-10-15,online,0,1,0
U001936,18-25,Málaga,2024-12-30,retail,0,0,0
U001937,26-35,Almería,2023-09-20,online,0,0,0
U001938,26-35,Almería,2024-06-12,retail,0,0,0
U001939,26-35,Almería,2024-01-30,online,0,0,0
U001940,65+,Almería,2023-11-29,retail,0,1,0
U001941,46-55,Murcia,2023-06-25,online,0,0,0
U001942,36-45,Almería,2023-06-29,online,0,1,0
U001943,36-45,Murcia,2023-05-16,retail,1,1,0
U001944,26-35,Almería,2024-04-05,online,1,1,0
U001945,26-35,Barcelona,2023-04-14,online,0,1,0
U001946,46-55,Granada,2023-11-11,retail,0,1,0
U001947,26-35,Madrid,2024-01-18,retail,0,1,0
U001948,18-25,Barcelona,2023-11-16,online,0,1,0
U001949,65+,Alicante,2024-09-16,online,0,1,0
U001950,26-35,Murcia,2023-11-20,online,0,0,0
U001951,36-45,Almería,2023-03-02,online,0,1,0
U001952,36-45,Málaga,2024-12-25,online,0,0,0
U001953,18-25,Madrid,2024-09-08,online,1,1,0
U001954,36-45,Almería,2024-04-26,retail,0,1,0
U001955,18-25,Granada,2024-07-06,online,0,1,0
U001956,36-45,Granada,2023-04-04,online,0,1,0
U001957,26-35,Alicante,2024-07-13,online,0,0,0
U001958,56-65,Almería,2023-06-01,online,1,1,0
U001959,18-25,Málaga,2023-12-23,retail,1,1,0
U001960,26-35,Málaga,2023-05-10,online,0,1,0
U001961,26-35,Granada,2024-07-04,online,0,1,0
U001962,46-55,Valencia,2023-06-29,online,1,1,0
U001963,46-55,Granada,2023-07-04,online,1,1,0
U001964,18-25,Granada,2023-03-21,online,0,1,0
U001965,65+,Granada,2024-06-10,online,1,0,0
U001966,18-25,Madrid,2023-08-04,online,0,1,0
U001967,46-55,Almería,2024-01-14,online,0,1,0
U001968,56-65,Málaga,2023-08-31,retail,0,1,0
U001969,18-25,Málaga,2024-07-19,online,0,0,0
U001970,26-35,Murcia,2023-06-15,online,1,0,0
U001971,26-35,Madrid,2024-11-17,retail,0,1,0
U001972,46-55,Alicante,2023-08-23,online,0,1,0
U001973,18-25,Madrid,2023-03-17,online,0,1,0
U001974,46-55,Alicante,2023-06-25,online,0,0,0
U001975,26-35,Barcelona,2023-02-23,online,0,1,0
U001976,26-35,Granada,2023-12-09,online,0,1,0
U001977,26-35,Almería,2023-07-02,online,1,1,0
U001978,46-55,Madrid,2024-10-08,online,1,1,0
U001979,36-45,Barcelona,2024-01-13,online,1,1,0
U001980,36-45,Barcelona,2023-06-20,online,0,1,0
U001981,26-35,Murcia,2023-11-26,online,0,0,1
U001982,36-45,Madrid,2023-05-24,online,0,1,0
U001983,26-35,Málaga,2023-05-11,online,0,1,0
U001984,26-35,Granada,2023-08-08,online,0,0,0
U001985,26-35,Granada,2023-03-21,online,1,1,0
U001986,56-65,Barcelona,2023-05-18,retail,1,1,0
U001987,36-45,Madrid,2024-11-15,online,1,1,0
U001988,36-45,Madrid,2024-05-01,online,1,1,0
U001989,46-55,Murcia,2024-11-03,online,0,0,0
U001990,36-45,Málaga,2023-07-07,retail,0,0,0
U001991,36-45,Málaga,2024-09-17,online,0,0,0
U001992,56-65,Alicante,2023-09-22,online,1,1,0
U001993,26-35,Barcelona,2023-04-16,online,0,0,0
U001994,56-65,Barcelona,2024-08-10,online,0,0,0
U001995,46-55,Madrid,2023-02-13,online,0,0,0
U001996,56-65,Málaga,2023-10-23,online,1,1,0
U001997,36-45,Granada,2024-08-21,online,1,1,0
U001998,36-45,Valencia,2024-03-26,online,0,0,0
U001999,26-35,Alicante,2024-01-14,online,0,0,0
U002000,36-45,Almería,2023-09-16,online,1,0,0
U002001,56-65,Alicante,2023-02-24,online,1,1,0
U002002,18-25,Málaga,2024-12-24,online,0,1,0
U002003,18-25,Murcia,2023-05-08,online,1,1,0
U002004,46-55,Madrid,2023-07-06,online,1,1,0
U002005,26-35,Málaga,2023-06-22,online,0,1,0
U002006,46-55,Murcia,2024-10-24,online,0,1,0
U002007,26-35,Granada,2024-07-11,online,0,0,0
U002008,56-65,Granada,2023-11-30,online,0,1,0
U002009,18-25,Valencia,2024-11-28,online,1,1,0
U002010,36-45,Valencia,2023-02-08,retail,0,0,0
U002011,18-25,Madrid,2024-10-14,online,0,1,0
U002012,46-55,Granada,2023-02-14,online,1,0,0
U002013,46-55,Almería,2023-10-13,online,1,1,0
U002014,36-45,Madrid,2023-02-09,retail,1,1,0
U002015,26-35,Barcelona,2024-12-30,online,0,0,0
U002016,46-55,Murcia,2024-10-29,online,0,0,0
U002017,18-25,Valencia,2024-03-02,retail,1,1,0
U002018,65+,Valencia,2023-06-09,online,0,1,0
U002019,18-25,Alicante,2023-07-22,online,1,1,0
U002020,46-55,Alicante,2023-11-25,online,0,1,0
U002021,46-55,Barcelona,2023-08-24,online,0,0,0
U002022,46-55,Madrid,2023-01-16,online,0,1,0
U002023,65+,Valencia,2024-04-24,online,0,1,0
U002024,46-55,Valencia,2024-03-23,retail,0,1,0
U002025,26-35,Granada,2024-10-22,online,1,1,0
U002026,36-45,Granada,2023-12-15,online,0,0,0
U002027,36-45,Madrid,2023-09-09,retail,1,0,0
U002028,18-25,Almería,2024-01-09,online,1,0,0
U002029,26-35,Valencia,2023-05-23,online,1,1,0
U002030,46-55,Málaga,2024-04-01,online,0,0,0
U002031,18-25,Granada,2024-07-16,retail,0,1,0
U002032,26-35,Alicante,2023-04-23,online,1,1,0
U002033,46-55,Granada,2023-08-21,online,1,1,0
U002034,46-55,Málaga,2024-09-25,retail,0,1,0
U002035,65+,Barcelona,2024-01-05,online,1,1,0
U002036,26-35,Alicante,2024-01-24,retail,1,1,0
U002037,46-55,Almería,2024-06-11,online,0,1,0
U002038,26-35,Alicante,2024-02-26,online,0,1,0
U002039,18-25,Murcia,2023-02-20,online,0,1,0
U002040,26-35,Valencia,2024-08-09,retail,1,0,0
U002041,26-35,Málaga,2024-11-04,online,0,1,0
U002042,65+,Alicante,2023-02-08,online,1,1,0
U002043,18-25,Alicante,2023-03-30,online,1,1,0
U002044,46-55,Barcelona,2024-05-27,online,0,1,0
U002045,26-35,Granada,2024-03-17,online,0,0,0
U002046,36-45,Alicante,2023-10-07,online,1,0,0
U002047,26-35,Málaga,2024-01-29,retail,0,0,0
U002048,36-45,Málaga,2024-05-28,retail,0,1,0
U002049,18-25,Madrid,2024-01-04,online,1,0,0
U002050,26-35,Almería,2023-04-13,online,0,1,0
U002051,26-35,Madrid,2023-03-07,online,1,1,0
U002052,36-45,Málaga,2023-11-17,online,0,1,0
U002053,18-25,Murcia,2024-11-04,online,0,0,0
U002054,26-35,Murcia,2024-02-12,online,0,1,0
U002055,36-45,Valencia,2023-09-19,online,0,1,0
U002056,26-35,Barcelona,2024-10-25,online,1,0,0
U002057,26-35,Málaga,2023-10-11,retail,1,1,0
U002058,36-45,Valencia,2024-01-07,online,0,0,0
U002059,46-55,Valencia,2023-03-27,online,1,0,0
U002060,26-35,Murcia,2024-06-22,online,0,1,0
U002061,18-25,Granada,2024-05-26,retail,0,1,0
U002062,65+,Barcelona,2024-08-02,online,1,0,0
U002063,46-55,Alicante,2023-08-26,online,1,0,0
U002064,26-35,Valencia,2023-11-15,online,0,0,0
U002065,18-25,Granada,2023-05-03,online,1,1,0
U002066,36-45,Alicante,2024-12-05,online,0,1,0
U002067,18-25,Almería,2023-03-04,retail,0,1,0
U002068,26-35,Alicante,2024-04-18,online,1,1,0
U002069,36-45,Alicante,2024-05-29,retail,0,1,0
U002070,36-45,Alicante,2023-04-26,retail,1,0,0
U002071,36-45,Murcia,2023-09-24,online,0,1,0
U002072,56-65,Alicante,2023-02-01,online,1,0,0
U002073,36-45,Murcia,2024-02-11,retail,0,0,0
U002074,46-55,Valencia,2024-12-27,retail,0,1,0
U002075,46-55,Granada,2023-11-10,online,1,0,0
U002076,18-25,Alicante,2024-12-23,online,1,1,0
U002077,18-25,Murcia,2023-04-03,online,1,1,0
U002078,26-35,Murcia,2023-10-14,retail,1,0,0
U002079,18-25,Madrid,2024-10-20,retail,0,1,0
U002080,36-45,Madrid,2024-10-01,online,1,1,0
U002081,26-35,Almería,2023-08-25,online,0,1,0
U002082,26-35,Granada,2024-05-10,online,0,1,0
U002083,36-45,Almería,2024-10-08,online,1,0,0
U002084,26-35,Madrid,2024-07-13,online,0,0,0
U002085,46-55,Granada,2024-04-03,online,1,0,0
U002086,26-35,Valencia,2023-04-22,online,0,0,0
U002087,26-35,Alicante,2023-02-23,online,0,0,0
U002088,26-35,Granada,2024-03-24,online,0,0,0
U002089,26-35,Alicante,2024-01-01,online,0,1,0
U002090,36-45,Almería,2023-06-23,online,1,1,0
U002091,18-25,Murcia,2023-08-02,online,1,1,0
U002092,18-25,Granada,2023-10-14,online,0,1,0
U002093,56-65,Madrid,2023-12-28,online,0,0,0
U002094,26-35,Madrid,2023-10-12,online,0,1,0
U002095,46-55,Murcia,2023-10-10,retail,1,1,0
U002096,46-55,Barcelona,2023-03-26,online,0,1,0
U002097,46-55,Almería,2024-09-23,retail,0,0,0
U002098,18-25,Granada,2024-03-20,online,1,1,0
U002099,36-45,Barcelona,2023-04-17,online,1,1,0
U002100,18-25,Murcia,2023-11-06,online,0,0,0
U002101,46-55,Málaga,2023-11-01,online,0,1,0
U002102,36-45,Alicante,2024-03-14,online,1,1,0
U002103,36-45,Murcia,2024-03-20,online,0,1,0
U002104,36-45,Málaga,2024-04-16,online,0,0,0
U002105,36-45,Barcelona,2024-05-24,retail,1,1,0
U002106,26-35,Barcelona,2023-03-17,online,0,0,0
U002107,26-35,Barcelona,2023-08-11,retail,0,1,0
U002108,26-35,Almería,2023-01-13,online,1,1,0
U002109,26-35,Alicante,2023-11-28,online,0,0,0
U002110,36-45,Alicante,2023-11-10,online,0,1,0
U002111,46-55,Madrid,2024-06-20,retail,1,0,0
U002112,65+,Granada,2023-05-02,retail,0,1,0
U002113,26-35,Almería,2024-04-05,online,1,1,0
U002114,36-45,Granada,2023-08-12,online,0,0,0
U002115,26-35,Granada,2023-10-06,retail,0,1,0
U002116,36-45,Murcia,2024-06-09,online,1,1,0
U002117,56-65,Valencia,2023-02-22,online,1,0,0
U002118,26-35,Barcelona,2023-09-08,retail,0,1,0
U002119,65+,Barcelona,2023-10-13,online,0,0,0
U002120,26-35,Madrid,2024-06-06,online,1,0,0
U002121,26-35,Alicante,2023-05-26,online,1,0,0
U002122,36-45,Murcia,2024-11-22,online,0,0,0
U002123,26-35,Murcia,2024-12-29,online,0,0,0
U002124,18-25,Granada,2024-08-20,online,0,1,0
U002125,65+,Almería,2023-08-07,online,0,1,0
U002126,18-25,Málaga,2024-04-29,online,0,1,0
U002127,46-55,Málaga,2023-03-02,online,0,0,0
U002128,65+,Granada,2024-09-28,online,0,1,0
U002129,65+,Granada,2024-01-12,online,0,1,0
U002130,36-45,Murcia,2023-05-09,retail,0,0,0
U002131,26-35,Murcia,2023-08-28,online,1,0,0
U002132,26-35,Almería,2024-08-07,online,1,0,0
U002133,46-55,Valencia,2024-09-27,online,0,0,0
U002134,26-35,Granada,2024-01-15,online,1,0,1
U002135,56-65,Barcelona,2023-12-17,online,1,1,0
U002136,65+,Málaga,2024-07-02,online,0,1,0
U002137,26-35,Málaga,2024-08-26,online,0,1,0
U002138,46-55,Barcelona,2024-07-12,online,0,1,0
U002139,56-65,Málaga,2023-10-08,online,1,0,0
U002140,26-35,Málaga,2024-04-13,online,1,1,0
U002141,18-25,Granada,2024-09-17,online,1,1,0
U002142,46-55,Murcia,2023-04-21,online,0,1,0
U002143,46-55,Almería,2023-10-11,online,1,0,0
U002144,36-45,Murcia,2023-02-11,online,0,0,0
U002145,26-35,Barcelona,2023-10-26,online,0,1,0
U002146,18-25,Madrid,2024-07-17,online,0,1,0
U002147,26-35,Barcelona,2023-05-24,retail,1,0,0
U002148,36-45,Valencia,2024-01-31,online,0,0,0
U002149,26-35,Almería,2023-01-27,online,1,1,0
U002150,36-45,Almería,2024-10-17,online,1,1,0
U002151,46-55,Alicante,2024-08-21,online,0,0,0
U002152,56-65,Almería,2024-01-18,retail,1,1,0
U002153,46-55,Valencia,2024-05-30,online,1,0,0
U002154,36-45,Valencia,2023-03-17,online,1,1,0
U002155,26-35,Barcelona,2024-09-09,online,0,1,0
U002156,46-55,Valencia,2024-06-06,online,0,0,0
U002157,36-45,Valencia,2023-03-29,online,1,0,0
U002158,56-65,Madrid,2024-12-16,retail,0,1,0
U002159,36-45,Alicante,2023-01-17,online,0,1,0
U002160,18-25,Barcelona,2024-04-03,online,0,1,0
U002161,46-55,Murcia,2023-05-06,online,1,0,0
U002162,26-35,Madrid,2024-06-09,online,0,1,0
U002163,26-35,Granada,2023-02-21,online,1,1,0
U002164,36-45,Barcelona,2023-03-01,online,1,1,0
U002165,26-35,Alicante,2023-12-07,online,1,1,0
U002166,46-55,Madrid,2024-12-26,online,0,1,0
U002167,26-35,Valencia,2023-07-21,online,0,1,0
U002168,46-55,Barcelona,2024-03-23,retail,1,0,0
U002169,18-25,Valencia,2024-01-14,retail,0,1,0
U002170,36-45,Málaga,2024-09-06,online,1,1,0
U002171,56-65,Alicante,2023-07-30,online,1,0,0
U002172,26-35,Murcia,2024-02-10,retail,0,0,0
U002173,26-35,Murcia,2024-11-24,retail,0,0,0
U002174,18-25,Barcelona,2023-08-31,online,0,1,0
U002175,56-65,Málaga,2023-11-17,retail,0,1,0
U002176,26-35,Valencia,2024-10-10,online,1,1,0
U002177,56-65,Barcelona,2023-08-31,online,0,0,0
U002178,46-55,Murcia,2023-10-05,online,1,1,0
U002179,26-35,Málaga,2023-08-11,online,0,1,0
U002180,65+,Murcia,2024-08-13,online,0,1,0
U002181,46-55,Madrid,2024-11-10,online,0,0,0
U002182,36-45,Madrid,2024-04-05,online,0,0,0
U002183,46-55,Barcelona,2024-03-31,online,0,1,0
U002184,26-35,Almería,2023-10-12,online,1,0,0
U002185,36-45,Alicante,2023-01-10,retail,0,0,0
U002186,26-35,Barcelona,2023-05-07,retail,0,0,0
U002187,46-55,Valencia,2023-04-18,online,0,1,0
U002188,46-55,Granada,2023-03-26,online,0,1,0
U002189,18-25,Málaga,2024-04-22,online,1,1,0
U002190,36-45,Murcia,2023-04-10,retail,1,1,0
U002191,18-25,Alicante,2023-03-04,retail,0,1,0
U002192,18-25,Madrid,2023-10-07,online,0,1,0
U002193,18-25,Granada,2023-07-01,online,1,0,0
U002194,18-25,Almería,2023-04-17,online,0,1,0
U002195,36-45,Murcia,2023-04-17,retail,0,1,0
U002196,26-35,Valencia,2023-07-07,online,0,0,0
U002197,56-65,Málaga,2024-01-27,online,0,1,0
U002198,26-35,Alicante,2024-07-07,online,0,1,0
U002199,36-45,Alicante,2024-09-14,online,0,1,0
U002200,46-55,Valencia,2024-07-02,online,1,1,0
U002201,65+,Valencia,2024-04-03,retail,0,1,0
U002202,36-45,Murcia,2024-10-24,retail,0,0,0
U002203,36-45,Almería,2024-01-15,online,1,0,0
U002204,46-55,Murcia,2024-04-07,online,0,1,0
U002205,18-25,Barcelona,2023-10-28,online,1,1,0
U002206,56-65,Barcelona,2023-08-27,retail,0,1,1
U002207,18-25,Málaga,2023-08-31,retail,1,1,0
U002208,36-45,Barcelona,2023-04-19,online,1,0,0
U002209,56-65,Madrid,2024-08-04,retail,0,1,0
U002210,26-35,Madrid,2023-02-10,online,1,0,0
U002211,36-45,Alicante,2024-05-07,online,0,1,0
U002212,26-35,Barcelona,2024-09-23,online,0,1,0
U002213,26-35,Valencia,2023-12-30,online,0,1,0
U002214,26-35,Málaga,2023-02-21,online,1,1,0
U002215,36-45,Almería,2023-11-09,online,0,1,0
U002216,46-55,Valencia,2023-09-08,online,1,1,0
U002217,36-45,Valencia,2024-12-20,online,1,1,0
U002218,56-65,Granada,2024-05-19,online,0,1,0
U002219,26-35,Alicante,2024-06-10,retail,0,1,0
U002220,36-45,Valencia,2024-01-12,online,0,1,0
U002221,26-35,Málaga,2024-06-01,retail,0,1,0
U002222,46-55,Alicante,2024-06-11,online,0,1,0
U002223,18-25,Granada,2023-02-18,online,1,1,0
U002224,26-35,Madrid,2023-06-12,online,1,1,0
U002225,18-25,Granada,2023-01-10,online,0,0,0
U002226,36-45,Alicante,2024-01-08,online,0,1,0
U002227,36-45,Barcelona,2024-10-01,online,1,1,0
U002228,26-35,Valencia,2024-03-20,online,0,1,0
U002229,36-45,Valencia,2024-01-01,online,1,0,0
U002230,26-35,Madrid,2024-11-06,online,1,0,0
U002231,65+,Granada,2023-05-06,online,1,1,0
U002232,36-45,Valencia,2023-02-24,online,0,0,0
U002233,46-55,Valencia,2024-10-31,online,0,0,0
U002234,26-35,Granada,2024-10-21,online,0,0,0
U002235,26-35,Alicante,2024-05-13,retail,0,0,0
U002236,36-45,Granada,2023-06-29,online,1,0,0
U002237,26-35,Murcia,2024-12-08,online,0,1,0
U002238,18-25,Valencia,2024-07-12,retail,0,0,0
U002239,26-35,Valencia,2024-05-06,online,1,0,0
U002240,46-55,Granada,2023-06-12,online,1,1,0
U002241,26-35,Almería,2024-01-10,online,1,1,0
U002242,18-25,Málaga,2024-08-23,retail,0,1,0
U002243,46-55,Almería,2024-09-19,online,0,1,0
U002244,46-55,Madrid,2024-02-14,online,0,1,0
U002245,26-35,Barcelona,2024-01-17,online,0,0,0
U002246,18-25,Madrid,2024-05-24,online,1,1,0
U002247,46-55,Almería,2024-01-21,online,1,1,0
U002248,65+,Granada,2023-11-01,online,1,1,0
U002249,46-55,Alicante,2023-03-04,retail,0,0,0
U002250,56-65,Alicante,2023-04-03,retail,0,1,0
U002251,18-25,Barcelona,2024-07-09,online,0,0,0
U002252,36-45,Almería,2023-01-19,retail,0,1,0
U002253,65+,Murcia,2023-02-08,online,0,1,0
U002254,18-25,Granada,2024-10-22,retail,0,0,0
U002255,26-35,Málaga,2024-05-28,retail,1,1,0
U002256,65+,Murcia,2023-01-04,retail,1,0,0
U002257,26-35,Málaga,2023-08-16,retail,0,1,0
U002258,56-65,Valencia,2024-07-11,online,1,1,0
U002259,56-65,Valencia,2023-11-01,online,0,1,0
U002260,18-25,Valencia,2023-12-09,retail,0,1,0
U002261,18-25,Málaga,2023-12-01,online,0,1,0
U002262,56-65,Madrid,2023-05-28,online,0,1,0
U002263,26-35,Murcia,2024-06-10,online,1,0,0
U002264,26-35,Málaga,2023-03-17,online,1,0,0
U002265,18-25,Granada,2024-01-06,online,0,0,0
U002266,56-65,Málaga,2023-05-05,online,1,1,0
U002267,36-45,Almería,2023-02-03,retail,0,1,0
U002268,56-65,Granada,2023-04-15,online,0,1,0
U002269,18-25,Murcia,2023-05-09,retail,0,0,0
U002270,18-25,Almería,2023-07-23,online,1,1,0
U002271,36-45,Murcia,2023-04-11,retail,0,0,0
U002272,18-25,Barcelona,2024-06-20,online,0,1,0
U002273,26-35,Granada,2023-11-22,retail,1,1,0
U002274,26-35,Madrid,2024-11-19,online,1,1,0
U002275,36-45,Barcelona,2024-04-29,online,1,0,0
U002276,36-45,Málaga,2024-01-23,online,0,1,0
U002277,46-55,Alicante,2024-04-24,online,1,0,0
U002278,26-35,Valencia,2023-01-30,online,0,1,0
U002279,18-25,Almería,2024-11-24,online,1,1,0
U002280,46-55,Almería,2024-11-29,online,1,1,0
U002281,46-55,Murcia,2023-07-21,online,1,0,0
U002282,46-55,Almería,2024-04-03,online,0,1,0
U002283,36-45,Alicante,2023-05-28,online,1,1,0
U002284,46-55,Madrid,2024-02-04,online,1,1,0
U002285,56-65,Murcia,2024-07-16,online,1,1,0
U002286,26-35,Murcia,2024-11-17,online,0,1,0
U002287,56-65,Valencia,2023-09-05,online,0,1,0
U002288,36-45,Alicante,2024-05-21,retail,0,1,0
U002289,36-45,Alicante,2024-06-06,online,0,1,0
U002290,46-55,Málaga,2023-06-11,retail,0,1,0
U002291,46-55,Granada,2024-04-04,retail,0,0,1
U002292,46-55,Madrid,2024-04-23,retail,1,0,0
